Estaci√≥n;latitude;longitude;Variable;Dia;Valor_max;Valor_mean;Valor_min
Edificio Profesional;4.653911;-74.07378670000001;L50;Thursday;92.6;43.081677268089834;2.0
Edificio Profesional;4.653911;-74.07378670000001;L50;Friday;88.3;43.18452206555607;2.0
Edificio Profesional;4.653911;-74.07378670000001;L50;Saturday;92.7;43.01883480191191;2.1
Edificio Profesional;4.653911;-74.07378670000001;L50;Sunday;90.4;41.072297554981226;1.8
Edificio Profesional;4.653911;-74.07378670000001;L90;Monday;86.8;37.9827322237043;1.5
Edificio Profesional;4.653911;-74.07378670000001;L90;Tuesday;84.2;38.00462828469587;1.5
Edificio Profesional;4.653911;-74.07378670000001;L90;Wednesday;87.7;38.453849571282475;1.5
Edificio Profesional;4.653911;-74.07378670000001;L90;Thursday;90.4;39.64948657273735;1.6
Edificio Profesional;4.653911;-74.07378670000001;L90;Friday;86.1;40.082300299770864;1.6
Edificio Profesional;4.653911;-74.07378670000001;L90;Saturday;88.5;39.82331528756202;1.7
Edificio Profesional;4.653911;-74.07378670000001;L90;Sunday;90.4;37.66751557269397;1.5
Edificio Profesional;4.653911;-74.07378670000001;Leq;Monday;78.8;43.626394152680135;2.8
Edificio Profesional;4.653911;-74.07378670000001;Leq;Tuesday;85.3;43.42181285753211;2.3
Edificio Profesional;4.653911;-74.07378670000001;Leq;Wednesday;80.4;43.977547887453056;4.7
Edificio Profesional;4.653911;-74.07378670000001;Leq;Thursday;81.7;45.16306830907041;4.4
Edificio Profesional;4.653911;-74.07378670000001;Leq;Friday;81.6;45.25009548926909;2.7
Edificio Profesional;4.653911;-74.07378670000001;Leq;Saturday;82.4;44.817341931866075;3.3
Edificio Profesional;4.653911;-74.07378670000001;Leq;Sunday;81.2;43.17068505727009;4.1
Edificio Profesional;4.653911;-74.07378670000001;Lmax;Monday;125.1;63.75180551606398;5.7
Edificio Profesional;4.653911;-74.07378670000001;Lmax;Tuesday;131.6;63.47469298824735;2.3
Edificio Profesional;4.653911;-74.07378670000001;Lmax;Wednesday;127.0;63.99634812741435;6.8
Edificio Profesional;4.653911;-74.07378670000001;Lmax;Thursday;126.0;65.02884961900006;8.1
Edificio Profesional;4.653911;-74.07378670000001;Lmax;Friday;124.3;65.05950008816764;2.7
Edificio Profesional;4.653911;-74.07378670000001;Lmax;Saturday;131.2;64.37006365098402;7.9
Edificio Profesional;4.653911;-74.07378670000001;Lmax;Sunday;129.4;63.24630492817474;7.8
Edificio Profesional;4.653911;-74.07378670000001;Lmin;Monday;83.7;33.36502045012158;0.0
Edificio Profesional;4.653911;-74.07378670000001;Lmin;Tuesday;80.2;33.492609709934634;1.1
Edificio Profesional;4.653911;-74.07378670000001;Lmin;Wednesday;87.8;33.86335243680321;0.0
Edificio Profesional;4.653911;-74.07378670000001;Lmin;Thursday;90.5;34.97808002084125;0.0
Edificio Profesional;4.653911;-74.07378670000001;Lmin;Friday;86.2;35.60564935637482;0.0
Edificio Profesional;4.653911;-74.07378670000001;Lmin;Saturday;88.0;35.34117154053508;0.0
Edificio Profesional;4.653911;-74.07378670000001;Lmin;Sunday;90.5;33.11245603627253;0.0
Fontibn;4.679169;-74.142945;L10;Tuesday;69.1;69.1;69.1
Fontibn;4.679169;-74.142945;L10;Thursday;66.7;66.7;66.7
Fontibn;4.679169;-74.142945;L50;Sunday;60.9;60.9;60.9
Fontibn;4.679169;-74.142945;Leq;Monday;62.7;62.7;62.7
Fontibón;4.679169;-74.142945;L10;Monday;96.6;71.00200803212854;42.8
Fontibón;4.679169;-74.142945;L10;Tuesday;94.7;71.81604223433258;48.8
Fontibón;4.679169;-74.142945;L10;Wednesday;93.9;62.60201164637388;8.7
Fontibón;4.679169;-74.142945;L10;Thursday;90.9;63.86515498231746;0.8
Fontibón;4.679169;-74.142945;L10;Friday;95.2;64.09464170432543;9.1
Fontibón;4.679169;-74.142945;L10;Saturday;90.3;64.25826391933357;10.0
Fontibón;4.679169;-74.142945;L10;Sunday;89.8;68.65450477326984;-0.1
Fontibón;4.679169;-74.142945;L50;Monday;92.9;66.58788487282462;42.4
Fontibón;4.679169;-74.142945;L50;Tuesday;90.4;67.38642233856913;48.8
Fontibón;4.679169;-74.142945;L50;Wednesday;86.3;57.852952898550775;8.1
Fontibón;4.679169;-74.142945;L50;Thursday;88.4;59.67816139767045;0.8
Fontibón;4.679169;-74.142945;L50;Friday;88.9;60.029653539918236;7.6
Fontibón;4.679169;-74.142945;L50;Saturday;87.1;59.70425252082441;8.1
Fontibón;4.679169;-74.142945;L50;Sunday;86.9;64.05481945687852;-0.1
Fontibón;4.679169;-74.142945;L90;Monday;86.8;62.216265060240936;31.1
Fontibón;4.679169;-74.142945;L90;Tuesday;84.0;62.97664283282276;39.1
Fontibón;4.679169;-74.142945;L90;Wednesday;84.4;54.044467972472475;4.3
Fontibón;4.679169;-74.142945;L90;Thursday;88.4;55.814143094841874;0.8
Fontibón;4.679169;-74.142945;L90;Friday;85.6;56.248375295889836;7.3
Fontibón;4.679169;-74.142945;L90;Saturday;85.5;55.58551074090315;6.6
Fontibón;4.679169;-74.142945;L90;Sunday;86.9;59.66992840095473;-0.1
Fontibón;4.679169;-74.142945;Leq;Monday;80.2;62.8786539427423;42.9
Fontibón;4.679169;-74.142945;Leq;Tuesday;79.5;63.68294177732378;48.9
Fontibón;4.679169;-74.142945;Leq;Wednesday;80.2;56.18624304664097;8.7
Fontibón;4.679169;-74.142945;Leq;Thursday;86.1;56.209281115879875;0.9
Fontibón;4.679169;-74.142945;Leq;Friday;78.3;56.649335180055395;8.8
Fontibón;4.679169;-74.142945;Leq;Saturday;75.4;57.079769921436544;10.3
Fontibón;4.679169;-74.142945;Leq;Sunday;84.5;60.65146276595739;0.0
Fontibón;4.679169;-74.142945;Lmax;Monday;120.9;86.08560910307897;42.9
Fontibón;4.679169;-74.142945;Lmax;Tuesday;133.6;87.08971739870626;48.9
Fontibón;4.679169;-74.142945;Lmax;Wednesday;126.8;78.41425798482422;9.5
Fontibón;4.679169;-74.142945;Lmax;Thursday;141.0;78.96329034941749;0.9
Fontibón;4.679169;-74.142945;Lmax;Friday;123.1;79.33468904669674;14.8
Fontibón;4.679169;-74.142945;Lmax;Saturday;131.1;80.24471722928544;11.6
Fontibón;4.679169;-74.142945;Lmax;Sunday;139.5;84.0714498806683;0.0
Fontibón;4.679169;-74.142945;Lmin;Monday;86.9;57.32359437750998;24.6
Fontibón;4.679169;-74.142945;Lmin;Tuesday;79.7;57.85345590738864;29.1
Fontibón;4.679169;-74.142945;Lmin;Wednesday;81.3;48.67381330509947;1.8
Fontibón;4.679169;-74.142945;Lmin;Thursday;88.5;51.05280782029947;0.9
Fontibón;4.679169;-74.142945;Lmin;Friday;84.4;51.52571551538625;7.1
Fontibón;4.679169;-74.142945;Lmin;Saturday;85.6;50.75786935554591;5.9
Fontibón;4.679169;-74.142945;Lmin;Sunday;87.0;55.128729116945195;0.0
Hotel Morrison;4.669944;-74.054878;L10;Monday;96.0;45.914658737667466;-0.1
Hotel Morrison;4.669944;-74.054878;L10;Tuesday;93.5;46.282875080077204;-0.1
Hotel Morrison;4.669944;-74.054878;L10;Wednesday;94.9;46.726896551724565;-0.1
Hotel Morrison;4.669944;-74.054878;L10;Thursday;97.7;48.38632518797011;-0.1
Hotel Morrison;4.669944;-74.054878;L10;Friday;110.6;47.804096764958516;-0.1
Hotel Morrison;4.669944;-74.054878;L10;Saturday;99.7;48.17134677760578;-0.1
Hotel Morrison;4.669944;-74.054878;L10;Sunday;99.8;46.552826057575594;-0.1
Hotel Morrison;4.669944;-74.054878;L50;Monday;92.1;42.206965806190304;-0.1
Hotel Morrison;4.669944;-74.054878;L50;Tuesday;89.1;42.56967395574209;-0.1
Hotel Morrison;4.669944;-74.054878;L50;Wednesday;92.4;42.83577364463792;-0.1
Hotel Morrison;4.669944;-74.054878;L50;Thursday;95.8;44.496111372180756;-0.1
Hotel Morrison;4.669944;-74.054878;L50;Friday;96.8;43.843892819509584;-0.1
Hotel Morrison;4.669944;-74.054878;L50;Saturday;97.8;44.29133267522204;-0.1
Hotel Morrison;4.669944;-74.054878;L50;Sunday;97.9;42.917586160292245;-0.1
Hotel Morrison;4.669944;-74.054878;L90;Monday;91.4;39.774599270172146;-0.1
Hotel Morrison;4.669944;-74.054878;L90;Tuesday;85.7;40.31571044202495;-0.1
Hotel Morrison;4.669944;-74.054878;L90;Wednesday;89.0;40.61520272830697;-0.1
Hotel Morrison;4.669944;-74.054878;L90;Thursday;94.2;41.87250704887248;-0.1
Hotel Morrison;4.669944;-74.054878;L90;Friday;95.1;41.77112510735811;-0.1
Hotel Morrison;4.669944;-74.054878;L90;Saturday;96.1;41.721111267804645;-0.1
Hotel Morrison;4.669944;-74.054878;L90;Sunday;96.3;40.310825787269586;-0.1
Hotel Morrison;4.669944;-74.054878;Leq;Monday;79.8;43.560732372418784;0.0
Hotel Morrison;4.669944;-74.054878;Leq;Tuesday;77.0;43.96640200474811;0.0
Hotel Morrison;4.669944;-74.054878;Leq;Wednesday;78.7;44.39270036927244;0.0
Hotel Morrison;4.669944;-74.054878;Leq;Thursday;86.7;45.98797648993786;0.0
Hotel Morrison;4.669944;-74.054878;Leq;Friday;85.4;45.40254626900828;0.0
Hotel Morrison;4.669944;-74.054878;Leq;Saturday;87.9;45.795607107601356;0.0
Hotel Morrison;4.669944;-74.054878;Leq;Sunday;83.3;44.07097779509131;0.0
Hotel Morrison;4.669944;-74.054878;Lmax;Monday;125.0;60.93578051087973;0.0
Hotel Morrison;4.669944;-74.054878;Lmax;Tuesday;122.2;61.32347982062772;0.0
Hotel Morrison;4.669944;-74.054878;Lmax;Wednesday;118.4;61.80991537198409;0.0
Hotel Morrison;4.669944;-74.054878;Lmax;Thursday;124.9;63.58610902255592;0.0
Hotel Morrison;4.669944;-74.054878;Lmax;Friday;124.2;62.55583738906401;0.0
Hotel Morrison;4.669944;-74.054878;Lmax;Saturday;127.8;63.30149767310653;0.0
Hotel Morrison;4.669944;-74.054878;Lmax;Sunday;127.0;61.16405730504123;0.0
Hotel Morrison;4.669944;-74.054878;Lmin;Monday;91.5;36.49074199216123;0.0
Hotel Morrison;4.669944;-74.054878;Lmin;Tuesday;82.3;37.07436258808453;0.0
Hotel Morrison;4.669944;-74.054878;Lmin;Wednesday;87.6;37.266952128331305;0.0
Hotel Morrison;4.669944;-74.054878;Lmin;Thursday;91.6;38.2460126879695;0.0
Hotel Morrison;4.669944;-74.054878;Lmin;Friday;94.1;38.414325794446235;0.0
Hotel Morrison;4.669944;-74.054878;Lmin;Saturday;95.7;38.23297137216216;0.0
Hotel Morrison;4.669944;-74.054878;Lmin;Sunday;96.0;36.88515745370998;0.0
Restrepo;4.5893489999999995;-74.102351;L10;Monday;97.5;51.57181314144175;4.8
Restrepo;4.5893489999999995;-74.102351;L10;Tuesday;97.8;51.863294225902955;5.2
Restrepo;4.5893489999999995;-74.102351;L10;Wednesday;106.1;51.576965580753;6.7
Restrepo;4.5893489999999995;-74.102351;L10;Thursday;97.7;51.86542112610578;6.1
Restrepo;4.5893489999999995;-74.102351;L10;Friday;95.4;52.85693617987761;6.6
Restrepo;4.5893489999999995;-74.102351;L10;Saturday;96.6;52.60171029668431;5.9
Restrepo;4.5893489999999995;-74.102351;L10;Sunday;95.3;50.95636599763898;7.3
Restrepo;4.5893489999999995;-74.102351;L50;Monday;92.6;45.68237819983483;4.5
Restrepo;4.5893489999999995;-74.102351;L50;Tuesday;91.5;46.028970536448014;5.0
Restrepo;4.5893489999999995;-74.102351;L50;Wednesday;92.6;45.726591562799506;4.9
Restrepo;4.5893489999999995;-74.102351;L50;Thursday;90.3;46.030367821547244;5.2
Restrepo;4.5893489999999995;-74.102351;L50;Friday;91.6;46.8804234606961;4.9
Restrepo;4.5893489999999995;-74.102351;L50;Saturday;92.7;47.06264771877334;5.0
Restrepo;4.5893489999999995;-74.102351;L50;Sunday;92.3;45.12997166469945;4.6
Restrepo;4.5893489999999995;-74.102351;L90;Monday;92.6;41.61436357201862;3.7
Restrepo;4.5893489999999995;-74.102351;L90;Tuesday;88.1;42.05410628019323;4.0
Restrepo;4.5893489999999995;-74.102351;L90;Wednesday;84.1;41.82890756302535;3.5
Restrepo;4.5893489999999995;-74.102351;L90;Thursday;87.7;42.08209399720784;4.1
Restrepo;4.5893489999999995;-74.102351;L90;Friday;89.4;43.14809902339315;3.8
Restrepo;4.5893489999999995;-74.102351;L90;Saturday;92.7;43.28321366242886;3.9
Restrepo;4.5893489999999995;-74.102351;L90;Sunday;91.4;41.17470365997624;3.9
Restrepo;4.5893489999999995;-74.102351;Leq;Monday;88.2;48.97290523145656;4.9
Restrepo;4.5893489999999995;-74.102351;Leq;Tuesday;90.5;49.28945249597397;5.3
Restrepo;4.5893489999999995;-74.102351;Leq;Wednesday;92.4;48.98674219083297;6.4
Restrepo;4.5893489999999995;-74.102351;Leq;Thursday;82.0;49.22102414255598;6.2
Restrepo;4.5893489999999995;-74.102351;Leq;Friday;80.9;50.18966847470276;6.7
Restrepo;4.5893489999999995;-74.102351;Leq;Saturday;82.1;50.024561133353984;6.0
Restrepo;4.5893489999999995;-74.102351;Leq;Sunday;90.9;48.44146329606222;7.7
Restrepo;4.5893489999999995;-74.102351;Lmax;Monday;133.4;70.43721363689968;4.9
Restrepo;4.5893489999999995;-74.102351;Lmax;Tuesday;139.2;70.71152518978569;5.3
Restrepo;4.5893489999999995;-74.102351;Lmax;Wednesday;135.2;70.41153908138597;6.8
Restrepo;4.5893489999999995;-74.102351;Lmax;Thursday;127.9;70.5670241973015;6.2
Restrepo;4.5893489999999995;-74.102351;Lmax;Friday;124.5;71.37764933000166;6.7
Restrepo;4.5893489999999995;-74.102351;Lmax;Saturday;131.9;71.10978309648422;6.0
Restrepo;4.5893489999999995;-74.102351;Lmax;Sunday;138.4;69.96004722550174;7.7
Restrepo;4.5893489999999995;-74.102351;Lmin;Monday;92.7;36.50263772561079;0.0
Restrepo;4.5893489999999995;-74.102351;Lmin;Tuesday;85.5;36.984534161491;0.0
Restrepo;4.5893489999999995;-74.102351;Lmin;Wednesday;83.7;36.76667664325981;2.5
Restrepo;4.5893489999999995;-74.102351;Lmin;Thursday;86.6;37.0414704513731;0.0
Restrepo;4.5893489999999995;-74.102351;Lmin;Friday;88.0;38.033390869861684;0.0
Restrepo;4.5893489999999995;-74.102351;Lmin;Saturday;92.8;38.39825729244616;3.3
Restrepo;4.5893489999999995;-74.102351;Lmin;Sunday;91.5;36.21132939787516;2.9
SDA;4.642211;-74.065572;L10;Monday;103.6;56.34296019155906;6.2
SDA;4.642211;-74.065572;L10;Tuesday;96.1;56.81202849958059;7.4
SDA;4.642211;-74.065572;L10;Wednesday;105.2;57.015332486234136;7.5
SDA;4.642211;-74.065572;L10;Thursday;98.0;57.07228889906818;7.7
SDA;4.642211;-74.065572;L10;Friday;103.8;57.25113708956159;8.0
SDA;4.642211;-74.065572;L10;Saturday;96.0;57.05403201172888;7.7
SDA;4.642211;-74.065572;L10;Sunday;99.5;55.37962611916321;7.8
SDA;4.642211;-74.065572;L50;Monday;93.3;50.00462997459749;6.2
SDA;4.642211;-74.065572;L50;Tuesday;89.1;50.72640049308325;6.0
SDA;4.642211;-74.065572;L50;Wednesday;95.6;50.72951420406745;6.6
SDA;4.642211;-74.065572;L50;Thursday;89.7;51.00434051497612;6.5
SDA;4.642211;-74.065572;L50;Friday;95.1;51.46062330041436;7.2
SDA;4.642211;-74.065572;L50;Saturday;90.1;51.131312635783715;4.7
SDA;4.642211;-74.065572;L50;Sunday;91.7;48.84996510352652;7.5
SDA;4.642211;-74.065572;L90;Monday;84.6;43.49063154744088;3.8
SDA;4.642211;-74.065572;L90;Tuesday;84.2;44.090734642557415;3.5
SDA;4.642211;-74.065572;L90;Wednesday;86.9;44.374107016800785;3.0
SDA;4.642211;-74.065572;L90;Thursday;85.3;44.57841502519423;2.7
SDA;4.642211;-74.065572;L90;Friday;87.3;45.159470422895616;5.3
SDA;4.642211;-74.065572;L90;Saturday;85.8;45.083016677866816;3.1
SDA;4.642211;-74.065572;L90;Sunday;88.0;42.69567208142564;6.1
SDA;4.642211;-74.065572;Leq;Monday;85.0;52.66531523211424;6.3
SDA;4.642211;-74.065572;Leq;Tuesday;78.6;53.17778017241347;7.5
SDA;4.642211;-74.065572;Leq;Wednesday;86.1;53.42860254399748;7.6
SDA;4.642211;-74.065572;Leq;Thursday;80.5;53.45175565326596;7.8
SDA;4.642211;-74.065572;Leq;Friday;85.1;53.648965313362;8.0
SDA;4.642211;-74.065572;Leq;Saturday;79.1;53.456556707508625;7.8
SDA;4.642211;-74.065572;Leq;Sunday;82.2;51.71380706701064;7.9
SDA;4.642211;-74.065572;Lmax;Monday;119.6;70.93967075725807;6.3
SDA;4.642211;-74.065572;Lmax;Tuesday;126.0;71.29018680397502;7.5
SDA;4.642211;-74.065572;Lmax;Wednesday;121.0;72.00593816179612;7.6
SDA;4.642211;-74.065572;Lmax;Thursday;125.2;71.62779661016974;7.8
SDA;4.642211;-74.065572;Lmax;Friday;122.2;71.67207103615664;9.4
SDA;4.642211;-74.065572;Lmax;Saturday;127.6;71.63985887958918;7.8
SDA;4.642211;-74.065572;Lmax;Sunday;117.7;70.47376126454616;7.9
SDA;4.642211;-74.065572;Lmin;Monday;82.3;37.56246333433145;2.2
SDA;4.642211;-74.065572;Lmin;Tuesday;80.6;38.299395282002386;0.0
SDA;4.642211;-74.065572;Lmin;Wednesday;84.7;38.375708033319526;2.1
SDA;4.642211;-74.065572;Lmin;Thursday;84.5;38.688248587570776;0.9
SDA;4.642211;-74.065572;Lmin;Friday;84.9;39.43092500319433;2.7
SDA;4.642211;-74.065572;Lmin;Saturday;82.8;39.03254933105292;2.5
SDA;4.642211;-74.065572;Lmin;Sunday;88.1;36.3518271165683;3.1
Santa Cecilia;4.674278;-74.107972;L10;Monday;100.9;45.27349792651191;-0.1
Santa Cecilia;4.674278;-74.107972;L10;Tuesday;92.9;45.64618408437237;-0.1
Santa Cecilia;4.674278;-74.107972;L10;Wednesday;98.0;45.808626835349756;-0.1
Santa Cecilia;4.674278;-74.107972;L10;Thursday;104.4;46.55493633237209;-0.1
Santa Cecilia;4.674278;-74.107972;L10;Friday;89.7;46.47030672544761;-0.1
Santa Cecilia;4.674278;-74.107972;L10;Saturday;93.0;46.31339967467283;-0.1
Santa Cecilia;4.674278;-74.107972;L10;Sunday;89.1;44.3461703731634;-0.1
Santa Cecilia;4.674278;-74.107972;L50;Monday;95.7;36.67701743331264;-0.1
Santa Cecilia;4.674278;-74.107972;L50;Tuesday;82.7;37.1964928305896;-0.1
Santa Cecilia;4.674278;-74.107972;L50;Wednesday;80.7;37.11981036662397;-0.1
Santa Cecilia;4.674278;-74.107972;L50;Thursday;88.6;37.410004177108846;-0.1
Santa Cecilia;4.674278;-74.107972;L50;Friday;84.8;37.80404093690645;-0.1
Santa Cecilia;4.674278;-74.107972;L50;Saturday;81.3;37.66998023098572;-0.1
Santa Cecilia;4.674278;-74.107972;L50;Sunday;79.7;35.29957634056461;-0.1
Santa Cecilia;4.674278;-74.107972;L90;Monday;87.1;31.98444208698971;-0.1
Santa Cecilia;4.674278;-74.107972;L90;Tuesday;89.2;32.527083413230926;-0.1
Santa Cecilia;4.674278;-74.107972;L90;Wednesday;79.1;32.460908671159864;-0.1
Santa Cecilia;4.674278;-74.107972;L90;Thursday;89.7;33.382061529881234;-0.1
Santa Cecilia;4.674278;-74.107972;L90;Friday;83.9;33.258103367413455;-0.1
Santa Cecilia;4.674278;-74.107972;L90;Saturday;76.7;33.0200937709305;-0.1
Santa Cecilia;4.674278;-74.107972;L90;Sunday;75.9;30.635024500564732;-0.1
Santa Cecilia;4.674278;-74.107972;Leq;Monday;86.3;44.03149471844989;0.0
Santa Cecilia;4.674278;-74.107972;Leq;Tuesday;77.5;44.628294512435865;0.0
Santa Cecilia;4.674278;-74.107972;Leq;Wednesday;78.7;44.793581505000205;0.0
Santa Cecilia;4.674278;-74.107972;Leq;Thursday;89.1;45.48405411611638;0.0
Santa Cecilia;4.674278;-74.107972;Leq;Friday;78.9;45.28209609516854;0.0
Santa Cecilia;4.674278;-74.107972;Leq;Saturday;77.7;45.37903155904006;0.0
Santa Cecilia;4.674278;-74.107972;Leq;Sunday;80.2;43.26944940245233;0.0
Santa Cecilia;4.674278;-74.107972;Lmax;Monday;129.5;67.36598900569106;0.0
Santa Cecilia;4.674278;-74.107972;Lmax;Tuesday;124.5;68.06872483221527;0.0
Santa Cecilia;4.674278;-74.107972;Lmax;Wednesday;122.9;68.35469018376655;0.0
Santa Cecilia;4.674278;-74.107972;Lmax;Thursday;125.9;68.99605725439211;0.0
Santa Cecilia;4.674278;-74.107972;Lmax;Friday;128.2;68.86804802551433;0.0
Santa Cecilia;4.674278;-74.107972;Lmax;Saturday;126.3;69.13837718878644;0.0
Santa Cecilia;4.674278;-74.107972;Lmax;Sunday;132.6;66.82265359969959;0.0
Santa Cecilia;4.674278;-74.107972;Lmin;Monday;83.4;26.84250554537635;0.0
Santa Cecilia;4.674278;-74.107972;Lmin;Tuesday;89.3;27.345447746884357;0.0
Santa Cecilia;4.674278;-74.107972;Lmin;Wednesday;77.1;27.294963523871587;0.0
Santa Cecilia;4.674278;-74.107972;Lmin;Thursday;88.7;28.157522074542843;0.0
Santa Cecilia;4.674278;-74.107972;Lmin;Friday;84.0;28.040071287871715;0.0
Santa Cecilia;4.674278;-74.107972;Lmin;Saturday;71.0;27.87394890441144;0.0
Santa Cecilia;4.674278;-74.107972;Lmin;Sunday;73.6;25.655339238598224;0.0
